source,target,interaction_type,score,inhibition_type
Egr-miR482a,Eucgr.B03545,miRNA-target,3.0,Translation
Egr-miR482a,Eucgr.B03652,miRNA-target,3.0,Translation
Egr-miR482a,Eucgr.J00359,miRNA-target,3.0,Translation
Egr-miR482a,Eucgr.E00044,miRNA-target,3.0,Cleavage
Egr-miR482a,Eucgr.H02956,miRNA-target,3.0,Cleavage
Egr-miR482b,Eucgr.C02142,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.C02141,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.C02141,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.C02141,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.C02141,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.C01920,miRNA-target,3.0,Cleavage
Egr-miR482b,Eucgr.H05056,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.H05056,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.H05056,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.E01979,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.E01971,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.H05056,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.E02001,miRNA-target,3.0,Cleavage
Egr-miR482b,Eucgr.L01406,miRNA-target,3.0,Cleavage
Egr-miR482b,Eucgr.C02558,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.C04271,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.G00728,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.C02108,miRNA-target,3.0,Cleavage
Egr-miR482b,Eucgr.H03707,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.H03528,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.H03827,miRNA-target,3.0,Cleavage
Egr-miR482b,Eucgr.C02112,miRNA-target,3.0,Cleavage
Egr-miR482b,Eucgr.F01325,miRNA-target,3.0,Cleavage
Egr-miR482b,Eucgr.H03809,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.C01654,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.C01968,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.L02313,miRNA-target,3.0,Cleavage
Egr-miR482b,Eucgr.I00699,miRNA-target,3.0,Cleavage
Egr-miR482b,Eucgr.L00471,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.H02580,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.E03438,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.C00311,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.C00525,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.C01430,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.F03896,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.L01200,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.F00839,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.C00001,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.F03913,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.F00834,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.F00825,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.B01032,miRNA-target,3.0,Cleavage
Egr-miR482b,Eucgr.F00823,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.F01653,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.C00020,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.F00837,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.F00830,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.F01022,miRNA-target,3.0,Translation
Egr-miR482b,Eucgr.C00539,miRNA-target,3.0,Translation
Egr-miR535a,Eucgr.F03687,miRNA-target,3.0,Cleavage
Egr-miR535a,Eucgr.L00657,miRNA-target,3.0,Cleavage
Egr-miR535a,Eucgr.A02258,miRNA-target,3.0,Cleavage
Egr-miR535a,Eucgr.A02258,miRNA-target,3.0,Cleavage
Egr-miR535a,Eucgr.F01428,miRNA-target,3.0,Cleavage
Egr-miR535a,Eucgr.H04616,miRNA-target,3.0,Translation
Egr-miR535b,Eucgr.F03687,miRNA-target,3.0,Cleavage
Egr-miR535b,Eucgr.L00657,miRNA-target,3.0,Cleavage
Egr-miR535b,Eucgr.A02258,miRNA-target,3.0,Cleavage
Egr-miR535b,Eucgr.A02258,miRNA-target,3.0,Cleavage
Egr-miR535b,Eucgr.F01428,miRNA-target,3.0,Cleavage
Egr-miR535b,Eucgr.H04616,miRNA-target,3.0,Translation
Egr-miRN5651,Eucgr.A01480,miRNA-target,3.0,Cleavage
Egr-miRN5651,Eucgr.H01205,miRNA-target,3.0,Cleavage
Egr-miRN5651,Eucgr.J00024,miRNA-target,3.0,Cleavage
Egr-miRN5652,Eucgr.F02859,miRNA-target,3.0,Translation
Egr-miRN5652,Eucgr.K00641,miRNA-target,3.0,Translation
Egr-miRN5652,Eucgr.H03528,miRNA-target,3.0,Cleavage
Egr-miRN5652,Eucgr.E00053,miRNA-target,3.0,Cleavage
Egr-miRN5652,Eucgr.E04075,miRNA-target,3.0,Cleavage
Egr-miRN5652,Eucgr.D00785,miRNA-target,3.0,Cleavage
Egr-miRN5652,Eucgr.E00547,miRNA-target,3.0,Cleavage
Egr-miRN5652,Eucgr.E00547,miRNA-target,3.0,Cleavage
Egr-miRN5654,Eucgr.F04355,miRNA-target,3.0,Translation
Egr-miRN5654,Eucgr.F04355,miRNA-target,3.0,Translation
Egr-miRN5654,Eucgr.B03521,miRNA-target,3.0,Cleavage
Egr-miRN5654,Eucgr.B03521,miRNA-target,3.0,Cleavage
Egr-miRN5654,Eucgr.B01463,miRNA-target,3.0,Cleavage
Egr-miRN5654,Eucgr.B01463,miRNA-target,3.0,Cleavage
Egr-miRN5654,Eucgr.B01463,miRNA-target,3.0,Cleavage
Egr-miRN5654,Eucgr.F01074,miRNA-target,3.0,Cleavage
Egr-miRN5654,Eucgr.A00916,miRNA-target,3.0,Cleavage
Egr-miRN5654,Eucgr.C04151,miRNA-target,3.0,Cleavage
Egr-miRN5668,Eucgr.B02121,miRNA-target,3.0,Cleavage
Egr-miRN5668,Eucgr.J01689,miRNA-target,3.0,Cleavage
Egr-miRN5668,Eucgr.K00937,miRNA-target,3.0,Translation
Egr-miRN5668,Eucgr.G02946,miRNA-target,3.0,Cleavage
Egr-miRN5668,Eucgr.G02946,miRNA-target,3.0,Cleavage
Egr-miRN5668,Eucgr.A02935,miRNA-target,3.0,Cleavage
Egr-miRN5674,Eucgr.A00437,miRNA-target,3.0,Cleavage
Egr-miRN5674,Eucgr.A00357,miRNA-target,3.0,Cleavage
Egr-miRN5674,Eucgr.A00357,miRNA-target,3.0,Cleavage
Egr-miRN5674,Eucgr.G01066,miRNA-target,3.0,Cleavage
Egr-miRN5674,Eucgr.G01550,miRNA-target,3.0,Cleavage
Egr-miRN5674,Eucgr.F04235,miRNA-target,3.0,Cleavage
Egr-miRN5674,Eucgr.L01867,miRNA-target,3.0,Cleavage
scaffold_1630_46529,Eucgr.F01711,miRNA-target,3.0,Cleavage
scaffold_1630_46529,Eucgr.C00008,miRNA-target,3.0,Cleavage
scaffold_1630_46529,Eucgr.E00311,miRNA-target,3.0,Cleavage
scaffold_1630_46529,Eucgr.E00311,miRNA-target,3.0,Cleavage
scaffold_1630_46529,Eucgr.E00311,miRNA-target,3.0,Cleavage
scaffold_1630_46529,Eucgr.E00311,miRNA-target,3.0,Cleavage
scaffold_1630_46529,Eucgr.E00311,miRNA-target,3.0,Cleavage
scaffold_233_45604,Eucgr.G02410,miRNA-target,3.0,Cleavage
scaffold_233_45604,Eucgr.J01430,miRNA-target,3.0,Cleavage
scaffold_233_45604,Eucgr.C03070,miRNA-target,3.0,Cleavage
scaffold_233_45604,Eucgr.C03070,miRNA-target,3.0,Cleavage
scaffold_233_45604,Eucgr.G01491,miRNA-target,3.0,Cleavage
scaffold_233_45604,Eucgr.H04503,miRNA-target,3.0,Cleavage
scaffold_233_45604,Eucgr.K02206,miRNA-target,3.0,Cleavage
scaffold_233_45604,Eucgr.K01151,miRNA-target,3.0,Cleavage
scaffold_368_45308,Eucgr.L03036,miRNA-target,3.0,Cleavage
scaffold_368_45308,Eucgr.E01979,miRNA-target,3.0,Cleavage
scaffold_368_45308,Eucgr.H02369,miRNA-target,3.0,Translation
scaffold_368_45308,Eucgr.D02412,miRNA-target,3.0,Cleavage
scaffold_368_45308,Eucgr.A00474,miRNA-target,3.0,Cleavage
scaffold_368_45308,Eucgr.A00474,miRNA-target,3.0,Cleavage
scaffold_368_45308,Eucgr.G01964,miRNA-target,3.0,Cleavage
scaffold_368_45308,Eucgr.J02295,miRNA-target,3.0,Cleavage
scaffold_368_45308,Eucgr.H02237,miRNA-target,3.0,Cleavage
scaffold_368_45308,Eucgr.H01292,miRNA-target,3.0,Cleavage
scaffold_368_45308,Eucgr.L00158,miRNA-target,3.0,Translation
scaffold_368_45308,Eucgr.F00845,miRNA-target,3.0,Cleavage
scaffold_368_45308,Eucgr.F00845,miRNA-target,3.0,Cleavage
scaffold_368_45308,Eucgr.I02070,miRNA-target,3.0,Cleavage
scaffold_368_45308,Eucgr.B01217,miRNA-target,3.0,Translation
scaffold_368_45308,Eucgr.G03354,miRNA-target,3.0,Cleavage
scaffold_368_47485,Eucgr.E03204,miRNA-target,3.0,Cleavage
scaffold_368_47485,Eucgr.C02758,miRNA-target,3.0,Cleavage
scaffold_368_47485,Eucgr.C02758,miRNA-target,3.0,Cleavage
scaffold_368_47485,Eucgr.J02025,miRNA-target,3.0,Cleavage
scaffold_368_47485,Eucgr.J00730,miRNA-target,3.0,Cleavage
scaffold_368_47485,Eucgr.C02167,miRNA-target,3.0,Cleavage
scaffold_368_47485,Eucgr.D00427,miRNA-target,3.0,Cleavage
scaffold_368_47485,Eucgr.J02764,miRNA-target,3.0,Cleavage
scaffold_368_47485,Eucgr.G01379,miRNA-target,3.0,Cleavage
scaffold_368_47485,Eucgr.L01342,miRNA-target,3.0,Cleavage
scaffold_368_47485,Eucgr.L02344,miRNA-target,3.0,Cleavage
scaffold_368_47485,Eucgr.D01053,miRNA-target,3.0,Cleavage
scaffold_368_47485,Eucgr.C01004,miRNA-target,3.0,Cleavage
scaffold_368_47485,Eucgr.C01004,miRNA-target,3.0,Cleavage
scaffold_368_47485,Eucgr.B03011,miRNA-target,3.0,Cleavage
scaffold_368_47485,Eucgr.G01611,miRNA-target,3.0,Cleavage
scaffold_368_47485,Eucgr.B01645,miRNA-target,3.0,Cleavage
scaffold_368_47485,Eucgr.H00605,miRNA-target,3.0,Cleavage
scaffold_368_47485,Eucgr.B01252,miRNA-target,3.0,Cleavage
scaffold_368_47485,Eucgr.H01928,miRNA-target,3.0,Cleavage
scaffold_46_44237,Eucgr.D01668,miRNA-target,3.0,Cleavage
scaffold_46_44237,Eucgr.J01177,miRNA-target,3.0,Cleavage
scaffold_46_44237,Eucgr.J01177,miRNA-target,3.0,Cleavage
scaffold_46_44237,Eucgr.J01177,miRNA-target,3.0,Cleavage
scaffold_46_44237,Eucgr.J01177,miRNA-target,3.0,Cleavage
scaffold_46_44237,Eucgr.J00854,miRNA-target,3.0,Cleavage
scaffold_46_44237,Eucgr.J00854,miRNA-target,3.0,Cleavage
scaffold_46_44237,Eucgr.J00854,miRNA-target,3.0,Cleavage
scaffold_46_44237,Eucgr.J00854,miRNA-target,3.0,Cleavage
scaffold_46_44237,Eucgr.J00854,miRNA-target,3.0,Cleavage
scaffold_46_44237,Eucgr.J00854,miRNA-target,3.0,Cleavage
scaffold_46_44237,Eucgr.B01002,miRNA-target,3.0,Cleavage
scaffold_46_44237,Eucgr.B01002,miRNA-target,3.0,Cleavage
scaffold_46_44237,Eucgr.B01002,miRNA-target,3.0,Cleavage
scaffold_46_44239,Eucgr.D01668,miRNA-target,3.0,Cleavage
scaffold_46_44239,Eucgr.J01177,miRNA-target,3.0,Cleavage
scaffold_46_44239,Eucgr.J01177,miRNA-target,3.0,Cleavage
scaffold_46_44239,Eucgr.J01177,miRNA-target,3.0,Cleavage
scaffold_46_44239,Eucgr.J01177,miRNA-target,3.0,Cleavage
scaffold_46_44239,Eucgr.J00854,miRNA-target,3.0,Cleavage
scaffold_46_44239,Eucgr.J00854,miRNA-target,3.0,Cleavage
scaffold_46_44239,Eucgr.J00854,miRNA-target,3.0,Cleavage
scaffold_46_44239,Eucgr.J00854,miRNA-target,3.0,Cleavage
scaffold_46_44239,Eucgr.J00854,miRNA-target,3.0,Cleavage
scaffold_46_44239,Eucgr.J00854,miRNA-target,3.0,Cleavage
scaffold_46_44239,Eucgr.B01002,miRNA-target,3.0,Cleavage
scaffold_46_44239,Eucgr.B01002,miRNA-target,3.0,Cleavage
scaffold_46_44239,Eucgr.B01002,miRNA-target,3.0,Cleavage
scaffold_46_44242,Eucgr.E00524,miRNA-target,3.0,Cleavage
scaffold_46_44242,Eucgr.D00620,miRNA-target,3.0,Cleavage
scaffold_46_44242,Eucgr.D00620,miRNA-target,3.0,Cleavage
scaffold_46_44242,Eucgr.D00620,miRNA-target,3.0,Cleavage
scaffold_46_44242,Eucgr.F01630,miRNA-target,3.0,Cleavage
scaffold_46_44242,Eucgr.B00090,miRNA-target,3.0,Cleavage
scaffold_46_44242,Eucgr.D01559,miRNA-target,3.0,Cleavage
scaffold_60_44348,Eucgr.G01271,miRNA-target,3.0,Cleavage
scaffold_60_44348,Eucgr.G03140,miRNA-target,3.0,Cleavage
scaffold_60_44348,Eucgr.F02219,miRNA-target,3.0,Cleavage
scaffold_60_44348,Eucgr.G01811,miRNA-target,3.0,Cleavage
scaffold_60_44348,Eucgr.A01301,miRNA-target,3.0,Cleavage
scaffold_60_44348,Eucgr.K01327,miRNA-target,3.0,Cleavage
scaffold_60_44348,Eucgr.C01635,miRNA-target,3.0,Cleavage
scaffold_60_44348,Eucgr.C01493,miRNA-target,3.0,Cleavage
scaffold_60_44348,Eucgr.K00559,miRNA-target,3.0,Cleavage
