mirna_core_accession,mirna_id,srr_accession,study_id,tissue,genotype,condition,replicate,raw_count,cpm
90,Egr-miR396c,SRR14138144,3,stem,,tension_wood,2,634.0,116.3904
90,Egr-miR396c,SRR14138145,3,stem,,opposite_wood,2,155.0,41.778
90,Egr-miR396c,SRR14138146,3,stem,,unbent_control,2,2467.0,547.3808
90,Egr-miR396c,SRR5433935,4,leaves,,,1,74838.0,5196.7751
90,Egr-miR396c,SRR5433936,4,stem,,,1,101485.0,4501.6015
91,Egr-miR482a,SRR11749594,1,callus,GL9,,1,160445.0,11816.323
91,Egr-miR482a,SRR11749595,1,stem,GL9,,3,51396.0,3197.5242
91,Egr-miR482a,SRR11749596,1,stem,GL9,,2,49086.0,3017.9832
91,Egr-miR482a,SRR11749597,1,stem,GL9,,1,51306.0,3776.5895
91,Egr-miR482a,SRR11749598,1,callus,DH201-2,,3,94462.0,7500.8441
91,Egr-miR482a,SRR11749599,1,callus,DH201-2,,2,62200.0,4675.2413
91,Egr-miR482a,SRR11749600,1,callus,DH201-2,,1,56873.0,4410.435
91,Egr-miR482a,SRR11749601,1,stem,DH201-2,,3,53657.0,3546.2547
91,Egr-miR482a,SRR11749602,1,callus,GL9,,3,122678.0,8465.0867
91,Egr-miR482a,SRR11749603,1,callus,GL9,,2,109855.0,8834.4039
91,Egr-miR482a,SRR11749604,1,stem,DH201-2,,2,89571.0,6058.4199
91,Egr-miR482a,SRR11749605,1,stem,DH201-2,,1,86223.0,5324.1161
91,Egr-miR482a,SRR14138141,3,stem,,tension_wood,1,2.0,0.4039
91,Egr-miR482a,SRR14138142,3,stem,,opposite_wood,1,4.0,0.851
91,Egr-miR482a,SRR14138143,3,stem,,unbent_control,1,4.0,0.7118
91,Egr-miR482a,SRR14138144,3,stem,,tension_wood,2,22.0,4.0388
91,Egr-miR482a,SRR14138146,3,stem,,unbent_control,2,29.0,6.4346
91,Egr-miR482a,SRR5433935,4,leaves,,,1,5431.0,377.1304
91,Egr-miR482a,SRR5433936,4,stem,,,1,1755.0,77.8471
92,Egr-miR482b,SRR11749594,1,callus,GL9,,1,453147.0,33373.0022
92,Egr-miR482b,SRR11749595,1,stem,GL9,,3,201846.0,12557.5428
92,Egr-miR482b,SRR11749596,1,stem,GL9,,2,195790.0,12037.8709
92,Egr-miR482b,SRR11749597,1,stem,GL9,,1,175845.0,12943.7958
92,Egr-miR482b,SRR11749598,1,callus,DH201-2,,3,390011.0,30969.1908
92,Egr-miR482b,SRR11749599,1,callus,DH201-2,,2,394978.0,29688.3839
92,Egr-miR482b,SRR11749600,1,callus,DH201-2,,1,291727.0,22623.0894
92,Egr-miR482b,SRR11749601,1,stem,DH201-2,,3,216943.0,14338.0198
92,Egr-miR482b,SRR11749602,1,callus,GL9,,3,427114.0,29471.9268
92,Egr-miR482b,SRR11749603,1,callus,GL9,,2,428811.0,34484.453
92,Egr-miR482b,SRR11749604,1,stem,DH201-2,,2,318951.0,21573.2669
92,Egr-miR482b,SRR11749605,1,stem,DH201-2,,1,268006.0,16548.8912
92,Egr-miR482b,SRR14138141,3,stem,,tension_wood,1,184.0,37.1614
92,Egr-miR482b,SRR14138142,3,stem,,opposite_wood,1,210.0,44.6781
92,Egr-miR482b,SRR14138143,3,stem,,unbent_control,1,255.0,45.3754
92,Egr-miR482b,SRR14138144,3,stem,,tension_wood,2,507.0,93.0756
92,Egr-miR482b,SRR14138145,3,stem,,opposite_wood,2,176.0,47.4382
92,Egr-miR482b,SRR14138146,3,stem,,unbent_control,2,625.0,138.6757
92,Egr-miR482b,SRR5433935,4,leaves,,,1,4507.0,312.9676
92,Egr-miR482b,SRR5433936,4,stem,,,1,10796.0,478.8815
93,Egr-miR535a,SRR11749594,1,callus,GL9,,1,20086.0,1479.2774
93,Egr-miR535a,SRR11749595,1,stem,GL9,,3,57561.0,3581.0703
93,Egr-miR535a,SRR11749596,1,stem,GL9,,2,62432.0,3838.5431
93,Egr-miR535a,SRR11749597,1,stem,GL9,,1,42601.0,3135.8222
93,Egr-miR535a,SRR11749598,1,callus,DH201-2,,3,18371.0,1458.7666
93,Egr-miR535a,SRR11749599,1,callus,DH201-2,,2,25682.0,1930.3786
93,Egr-miR535a,SRR11749600,1,callus,DH201-2,,1,18082.0,1402.2381
93,Egr-miR535a,SRR11749601,1,stem,DH201-2,,3,18380.0,1214.756
93,Egr-miR535a,SRR11749602,1,callus,GL9,,3,21588.0,1489.6256
93,Egr-miR535a,SRR11749603,1,callus,GL9,,2,29220.0,2349.8364
93,Egr-miR535a,SRR11749604,1,stem,DH201-2,,2,76164.0,5151.5948
93,Egr-miR535a,SRR11749605,1,stem,DH201-2,,1,63873.0,3944.0435
93,Egr-miR535a,SRR14138141,3,stem,,tension_wood,1,249.0,50.2891
93,Egr-miR535a,SRR14138142,3,stem,,opposite_wood,1,420.0,89.3561
93,Egr-miR535a,SRR14138143,3,stem,,unbent_control,1,752.0,133.8131
93,Egr-miR535a,SRR14138144,3,stem,,tension_wood,2,584.0,107.2113
93,Egr-miR535a,SRR14138145,3,stem,,opposite_wood,2,111.0,29.9184
93,Egr-miR535a,SRR14138146,3,stem,,unbent_control,2,1270.0,281.7891
93,Egr-miR535a,SRR5433935,4,leaves,,,1,12367.0,858.7685
93,Egr-miR535a,SRR5433936,4,stem,,,1,3568.0,158.2669
94,Egr-miR535b,SRR11749594,1,callus,GL9,,1,20152.0,1484.1381
94,Egr-miR535b,SRR11749595,1,stem,GL9,,3,57647.0,3586.4207
94,Egr-miR535b,SRR11749596,1,stem,GL9,,2,62513.0,3843.5233
94,Egr-miR535b,SRR11749597,1,stem,GL9,,1,42671.0,3140.9748
94,Egr-miR535b,SRR11749598,1,callus,DH201-2,,3,18431.0,1463.5309
94,Egr-miR535b,SRR11749599,1,callus,DH201-2,,2,25764.0,1936.5421
94,Egr-miR535b,SRR11749600,1,callus,DH201-2,,1,18149.0,1407.4338
94,Egr-miR535b,SRR11749601,1,stem,DH201-2,,3,18396.0,1215.8134
94,Egr-miR535b,SRR11749602,1,callus,GL9,,3,21673.0,1495.4908
94,Egr-miR535b,SRR11749603,1,callus,GL9,,2,29339.0,2359.4063
94,Egr-miR535b,SRR11749604,1,stem,DH201-2,,2,76186.0,5153.0828
94,Egr-miR535b,SRR11749605,1,stem,DH201-2,,1,63907.0,3946.143
94,Egr-miR535b,SRR14138141,3,stem,,tension_wood,1,268.0,54.1264
94,Egr-miR535b,SRR14138142,3,stem,,opposite_wood,1,448.0,95.3132
94,Egr-miR535b,SRR14138143,3,stem,,unbent_control,1,786.0,139.8632
94,Egr-miR535b,SRR14138144,3,stem,,tension_wood,2,608.0,111.6173
94,Egr-miR535b,SRR14138145,3,stem,,opposite_wood,2,114.0,30.727
94,Egr-miR535b,SRR14138146,3,stem,,unbent_control,2,1302.0,288.8893
94,Egr-miR535b,SRR5433935,4,leaves,,,1,12279.0,852.6578
94,Egr-miR535b,SRR5433936,4,stem,,,1,3579.0,158.7548
95,Egr-miRN5651,SRR11749603,1,callus,GL9,,2,1.0,0.0804
95,Egr-miRN5651,SRR5433935,4,leaves,,,1,376.0,26.1096
95,Egr-miRN5651,SRR5433936,4,stem,,,1,284.0,12.5975
96,Egr-miRN5652,SRR11749594,1,callus,GL9,,1,292.0,21.505
96,Egr-miRN5652,SRR11749595,1,stem,GL9,,3,716.0,44.5449
96,Egr-miRN5652,SRR11749596,1,stem,GL9,,2,689.0,42.3622
96,Egr-miRN5652,SRR11749597,1,stem,GL9,,1,383.0,28.1923
96,Egr-miRN5652,SRR11749598,1,callus,DH201-2,,3,584.0,46.3731
96,Egr-miRN5652,SRR11749599,1,callus,DH201-2,,2,1777.0,133.5676
96,Egr-miRN5652,SRR11749600,1,callus,DH201-2,,1,398.0,30.8644
96,Egr-miRN5652,SRR11749601,1,stem,DH201-2,,3,2232.0,147.5155
96,Egr-miRN5652,SRR11749602,1,callus,GL9,,3,219.0,15.1115
96,Egr-miRN5652,SRR11749603,1,callus,GL9,,2,310.0,24.9298
96,Egr-miRN5652,SRR11749604,1,stem,DH201-2,,2,5305.0,358.8206
96,Egr-miRN5652,SRR11749605,1,stem,DH201-2,,1,2349.0,145.0465
96,Egr-miRN5652,SRR14138144,3,stem,,tension_wood,2,5.0,0.9179
96,Egr-miRN5652,SRR14138145,3,stem,,opposite_wood,2,2.0,0.5391
96,Egr-miRN5652,SRR14138146,3,stem,,unbent_control,2,2.0,0.4438
96,Egr-miRN5652,SRR5433935,4,leaves,,,1,2.0,0.1389
96,Egr-miRN5652,SRR5433936,4,stem,,,1,6.0,0.2661
97,Egr-miRN5654,SRR11749594,1,callus,GL9,,1,487160.0,35877.964
97,Egr-miRN5654,SRR11749595,1,stem,GL9,,3,1314034.0,81750.6327
97,Egr-miRN5654,SRR11749596,1,stem,GL9,,2,1241811.0,76350.9911
97,Egr-miRN5654,SRR11749597,1,stem,GL9,,1,991300.0,72968.7213
97,Egr-miRN5654,SRR11749598,1,callus,DH201-2,,3,568722.0,45159.9061
97,Egr-miRN5654,SRR11749599,1,callus,DH201-2,,2,566654.0,42592.3507
97,Egr-miRN5654,SRR11749600,1,callus,DH201-2,,1,306320.0,23754.7596
97,Egr-miRN5654,SRR11749601,1,stem,DH201-2,,3,1574946.0,104090.0463
97,Egr-miRN5654,SRR11749602,1,callus,GL9,,3,632429.0,43639.1717
97,Egr-miRN5654,SRR11749603,1,callus,GL9,,2,221964.0,17850.0717
97,Egr-miRN5654,SRR11749604,1,stem,DH201-2,,2,1239939.0,83867.2241
97,Egr-miRN5654,SRR11749605,1,stem,DH201-2,,1,1743339.0,107648.0656
97,Egr-miRN5654,SRR14138141,3,stem,,tension_wood,1,83.0,16.763
97,Egr-miRN5654,SRR14138142,3,stem,,opposite_wood,1,106.0,22.5518
97,Egr-miRN5654,SRR14138143,3,stem,,unbent_control,1,209.0,37.1901
97,Egr-miRN5654,SRR14138144,3,stem,,tension_wood,2,923.0,169.4453
97,Egr-miRN5654,SRR14138145,3,stem,,opposite_wood,2,118.0,31.8051
97,Egr-miRN5654,SRR14138146,3,stem,,unbent_control,2,1875.0,416.0272
97,Egr-miRN5654,SRR5433935,4,leaves,,,1,582.0,40.4143
97,Egr-miRN5654,SRR5433936,4,stem,,,1,1089.0,48.3051
98,Egr-miRN5668,SRR11749594,1,callus,GL9,,1,2312.0,170.2723
98,Egr-miRN5668,SRR11749595,1,stem,GL9,,3,2360.0,146.8238
98,Egr-miRN5668,SRR11749596,1,stem,GL9,,2,2459.0,151.1881
98,Egr-miRN5668,SRR11749597,1,stem,GL9,,1,2856.0,210.2276
98,Egr-miRN5668,SRR11749598,1,callus,DH201-2,,3,4496.0,357.0091
98,Egr-miRN5668,SRR11749599,1,callus,DH201-2,,2,4733.0,355.7543
98,Egr-miRN5668,SRR11749600,1,callus,DH201-2,,1,4409.0,341.9128
98,Egr-miRN5668,SRR11749601,1,stem,DH201-2,,3,5326.0,352.0016
98,Egr-miRN5668,SRR11749602,1,callus,GL9,,3,2655.0,183.2016
98,Egr-miRN5668,SRR11749603,1,callus,GL9,,2,2748.0,220.9908
98,Egr-miRN5668,SRR11749604,1,stem,DH201-2,,2,6380.0,431.5316
98,Egr-miRN5668,SRR11749605,1,stem,DH201-2,,1,4701.0,290.2783
98,Egr-miRN5668,SRR14138141,3,stem,,tension_wood,1,342.0,69.0718
98,Egr-miRN5668,SRR14138142,3,stem,,opposite_wood,1,505.0,107.4401
98,Egr-miRN5668,SRR14138143,3,stem,,unbent_control,1,472.0,83.9891
98,Egr-miRN5668,SRR14138144,3,stem,,tension_wood,2,406.0,74.5339
98,Egr-miRN5668,SRR14138145,3,stem,,opposite_wood,2,787.0,212.1242
98,Egr-miRN5668,SRR14138146,3,stem,,unbent_control,2,378.0,83.8711
98,Egr-miRN5668,SRR5433935,4,leaves,,,1,5012.0,348.0349
98,Egr-miRN5668,SRR5433936,4,stem,,,1,1636.0,72.5686
99,Egr-miRN5674,SRR11749594,1,callus,GL9,,1,8977.0,661.1308
99,Egr-miRN5674,SRR11749595,1,stem,GL9,,3,4396.0,273.4905
99,Egr-miRN5674,SRR11749596,1,stem,GL9,,2,7991.0,491.3153
99,Egr-miRN5674,SRR11749597,1,stem,GL9,,1,4195.0,308.7903
99,Egr-miRN5674,SRR11749598,1,callus,DH201-2,,3,7280.0,578.0753
99,Egr-miRN5674,SRR11749599,1,callus,DH201-2,,2,7915.0,594.9282
99,Egr-miRN5674,SRR11749600,1,callus,DH201-2,,1,8593.0,666.3772
99,Egr-miRN5674,SRR11749601,1,stem,DH201-2,,3,6468.0,427.4778
99,Egr-miRN5674,SRR11749602,1,callus,GL9,,3,8395.0,579.2758
99,Egr-miRN5674,SRR11749603,1,callus,GL9,,2,9221.0,741.5415
99,Egr-miRN5674,SRR11749604,1,stem,DH201-2,,2,6028.0,407.723
99,Egr-miRN5674,SRR11749605,1,stem,DH201-2,,1,10689.0,660.0266
99,Egr-miRN5674,SRR14138141,3,stem,,tension_wood,1,6.0,1.2118
99,Egr-miRN5674,SRR14138142,3,stem,,opposite_wood,1,4.0,0.851
99,Egr-miRN5674,SRR14138143,3,stem,,unbent_control,1,9.0,1.6015
99,Egr-miRN5674,SRR14138144,3,stem,,tension_wood,2,3.0,0.5507
99,Egr-miRN5674,SRR14138145,3,stem,,opposite_wood,2,3.0,0.8086
99,Egr-miRN5674,SRR14138146,3,stem,,unbent_control,2,5.0,1.1094
99,Egr-miRN5674,SRR5433935,4,leaves,,,1,115.0,7.9856
99,Egr-miRN5674,SRR5433936,4,stem,,,1,584.0,25.9047
61,scaffold_1630_46529,SRR11749594,1,callus,GL9,,1,1248.0,91.9117
61,scaffold_1630_46529,SRR11749595,1,stem,GL9,,3,477.0,29.6758
61,scaffold_1630_46529,SRR11749596,1,stem,GL9,,2,653.0,40.1488
61,scaffold_1630_46529,SRR11749597,1,stem,GL9,,1,355.0,26.1312
61,scaffold_1630_46529,SRR11749598,1,callus,DH201-2,,3,2004.0,159.1295
61,scaffold_1630_46529,SRR11749599,1,callus,DH201-2,,2,2469.0,185.5815
61,scaffold_1630_46529,SRR11749600,1,callus,DH201-2,,1,2410.0,186.8927
61,scaffold_1630_46529,SRR11749601,1,stem,DH201-2,,3,34.0,2.2471
61,scaffold_1630_46529,SRR11749602,1,callus,GL9,,3,1752.0,120.8924
61,scaffold_1630_46529,SRR11749603,1,callus,GL9,,2,2023.0,162.6872
61,scaffold_1630_46529,SRR11749604,1,stem,DH201-2,,2,139.0,9.4017
61,scaffold_1630_46529,SRR11749605,1,stem,DH201-2,,1,199.0,12.2879
61,scaffold_1630_46529,SRR14138141,3,stem,,tension_wood,1,220.0,44.4321
61,scaffold_1630_46529,SRR14138142,3,stem,,opposite_wood,1,276.0,58.7197
61,scaffold_1630_46529,SRR14138143,3,stem,,unbent_control,1,183.0,32.5636
61,scaffold_1630_46529,SRR14138144,3,stem,,tension_wood,2,339.0,62.234
61,scaffold_1630_46529,SRR14138145,3,stem,,opposite_wood,2,121.0,32.6138
61,scaffold_1630_46529,SRR14138146,3,stem,,unbent_control,2,634.0,140.6727
61,scaffold_1630_46529,SRR5433935,4,leaves,,,1,11.0,0.7638
61,scaffold_1630_46529,SRR5433936,4,stem,,,1,50.0,2.2179
62,scaffold_233_45604,SRR11749599,1,callus,DH201-2,,2,1.0,0.0752
62,scaffold_233_45604,SRR14138141,3,stem,,tension_wood,1,19.0,3.8373
62,scaffold_233_45604,SRR14138142,3,stem,,opposite_wood,1,2.0,0.4255
62,scaffold_233_45604,SRR14138144,3,stem,,tension_wood,2,3.0,0.5507
62,scaffold_233_45604,SRR14138145,3,stem,,opposite_wood,2,2.0,0.5391
62,scaffold_233_45604,SRR14138146,3,stem,,unbent_control,2,2.0,0.4438
63,scaffold_368_45308,SRR11749594,1,callus,GL9,,1,19498.0,1435.9729
63,scaffold_368_45308,SRR11749595,1,stem,GL9,,3,28969.0,1802.2624
63,scaffold_368_45308,SRR11749596,1,stem,GL9,,2,34556.0,2124.6267
63,scaffold_368_45308,SRR11749597,1,stem,GL9,,1,44893.0,3304.5343
63,scaffold_368_45308,SRR11749598,1,callus,DH201-2,,3,13677.0,1086.0351
63,scaffold_368_45308,SRR11749599,1,callus,DH201-2,,2,18941.0,1423.6937
63,scaffold_368_45308,SRR11749600,1,callus,DH201-2,,1,18341.0,1422.3232
63,scaffold_368_45308,SRR11749601,1,stem,DH201-2,,3,32162.0,2125.6247
63,scaffold_368_45308,SRR11749602,1,callus,GL9,,3,22283.0,1537.5823
63,scaffold_368_45308,SRR11749603,1,callus,GL9,,2,25903.0,2083.0874
63,scaffold_368_45308,SRR11749604,1,stem,DH201-2,,2,45608.0,3084.8424
63,scaffold_368_45308,SRR11749605,1,stem,DH201-2,,1,41668.0,2572.9245
63,scaffold_368_45308,SRR14138141,3,stem,,tension_wood,1,16.0,3.2314
63,scaffold_368_45308,SRR14138142,3,stem,,opposite_wood,1,44.0,9.3611
63,scaffold_368_45308,SRR14138143,3,stem,,unbent_control,1,105.0,18.684
63,scaffold_368_45308,SRR14138144,3,stem,,tension_wood,2,204.0,37.4505
63,scaffold_368_45308,SRR14138145,3,stem,,opposite_wood,2,19.0,5.1212
63,scaffold_368_45308,SRR14138146,3,stem,,unbent_control,2,490.0,108.7218
63,scaffold_368_45308,SRR5433935,4,leaves,,,1,81.0,5.6247
63,scaffold_368_45308,SRR5433936,4,stem,,,1,3178.0,140.9675
64,scaffold_368_47485,SRR11749594,1,callus,GL9,,1,5367.0,395.2645
64,scaffold_368_47485,SRR11749595,1,stem,GL9,,3,3218.0,200.203
64,scaffold_368_47485,SRR11749596,1,stem,GL9,,2,3917.0,240.8312
64,scaffold_368_47485,SRR11749597,1,stem,GL9,,1,2468.0,181.6673
64,scaffold_368_47485,SRR11749598,1,callus,DH201-2,,3,3532.0,280.4618
64,scaffold_368_47485,SRR11749599,1,callus,DH201-2,,2,3406.0,256.0108
64,scaffold_368_47485,SRR11749600,1,callus,DH201-2,,1,4627.0,358.8185
64,scaffold_368_47485,SRR11749601,1,stem,DH201-2,,3,1733.0,114.536
64,scaffold_368_47485,SRR11749602,1,callus,GL9,,3,4601.0,317.4804
64,scaffold_368_47485,SRR11749603,1,callus,GL9,,2,4481.0,360.3565
64,scaffold_368_47485,SRR11749604,1,stem,DH201-2,,2,1755.0,118.705
64,scaffold_368_47485,SRR11749605,1,stem,DH201-2,,1,1753.0,108.2446
64,scaffold_368_47485,SRR14138141,3,stem,,tension_wood,1,27.0,5.453
64,scaffold_368_47485,SRR14138142,3,stem,,opposite_wood,1,27.0,5.7443
64,scaffold_368_47485,SRR14138143,3,stem,,unbent_control,1,24.0,4.2706
64,scaffold_368_47485,SRR14138144,3,stem,,tension_wood,2,22.0,4.0388
64,scaffold_368_47485,SRR14138145,3,stem,,opposite_wood,2,9.0,2.4258
64,scaffold_368_47485,SRR14138146,3,stem,,unbent_control,2,89.0,19.7474
64,scaffold_368_47485,SRR5433935,4,leaves,,,1,1155.0,80.2036
64,scaffold_368_47485,SRR5433936,4,stem,,,1,1163.0,51.5876
65,scaffold_46_44237,SRR11749594,1,callus,GL9,,1,2.0,0.1473
65,scaffold_46_44237,SRR11749595,1,stem,GL9,,3,1441.0,89.6496
65,scaffold_46_44237,SRR11749596,1,stem,GL9,,2,2700.0,166.0057
65,scaffold_46_44237,SRR11749597,1,stem,GL9,,1,1969.0,144.9364
65,scaffold_46_44237,SRR11749598,1,callus,DH201-2,,3,1.0,0.0794
65,scaffold_46_44237,SRR11749599,1,callus,DH201-2,,2,45.0,3.3824
65,scaffold_46_44237,SRR11749600,1,callus,DH201-2,,1,3.0,0.2326
65,scaffold_46_44237,SRR11749601,1,stem,DH201-2,,3,681.0,45.0081
65,scaffold_46_44237,SRR11749602,1,callus,GL9,,3,5.0,0.345
65,scaffold_46_44237,SRR11749603,1,callus,GL9,,2,3.0,0.2413
65,scaffold_46_44237,SRR11749604,1,stem,DH201-2,,2,421.0,28.4757
65,scaffold_46_44237,SRR11749605,1,stem,DH201-2,,1,1020.0,62.9832
65,scaffold_46_44237,SRR5433935,4,leaves,,,1,2.0,0.1389
66,scaffold_46_44239,SRR11749594,1,callus,GL9,,1,2.0,0.1473
66,scaffold_46_44239,SRR11749595,1,stem,GL9,,3,1441.0,89.6496
66,scaffold_46_44239,SRR11749596,1,stem,GL9,,2,2700.0,166.0057
66,scaffold_46_44239,SRR11749597,1,stem,GL9,,1,1969.0,144.9364
66,scaffold_46_44239,SRR11749598,1,callus,DH201-2,,3,1.0,0.0794
66,scaffold_46_44239,SRR11749599,1,callus,DH201-2,,2,45.0,3.3824
66,scaffold_46_44239,SRR11749600,1,callus,DH201-2,,1,3.0,0.2326
66,scaffold_46_44239,SRR11749601,1,stem,DH201-2,,3,681.0,45.0081
66,scaffold_46_44239,SRR11749602,1,callus,GL9,,3,5.0,0.345
66,scaffold_46_44239,SRR11749603,1,callus,GL9,,2,3.0,0.2413
66,scaffold_46_44239,SRR11749604,1,stem,DH201-2,,2,421.0,28.4757
66,scaffold_46_44239,SRR11749605,1,stem,DH201-2,,1,1020.0,62.9832
66,scaffold_46_44239,SRR5433935,4,leaves,,,1,2.0,0.1389
67,scaffold_46_44242,SRR11749595,1,stem,GL9,,3,26.0,1.6176
67,scaffold_46_44242,SRR11749596,1,stem,GL9,,2,42.0,2.5823
67,scaffold_46_44242,SRR11749597,1,stem,GL9,,1,69.0,5.079
67,scaffold_46_44242,SRR11749600,1,callus,DH201-2,,1,1.0,0.0775
67,scaffold_46_44242,SRR11749601,1,stem,DH201-2,,3,10.0,0.6609
67,scaffold_46_44242,SRR11749602,1,callus,GL9,,3,3.0,0.207
67,scaffold_46_44242,SRR11749604,1,stem,DH201-2,,2,3.0,0.2029
67,scaffold_46_44242,SRR11749605,1,stem,DH201-2,,1,8.0,0.494
68,scaffold_60_44348,SRR11749594,1,callus,GL9,,1,52.0,3.8297
68,scaffold_60_44348,SRR11749595,1,stem,GL9,,3,46.0,2.8618
68,scaffold_60_44348,SRR11749596,1,stem,GL9,,2,32.0,1.9675
68,scaffold_60_44348,SRR11749597,1,stem,GL9,,1,10.0,0.7361
68,scaffold_60_44348,SRR11749598,1,callus,DH201-2,,3,15.0,1.1911
68,scaffold_60_44348,SRR11749599,1,callus,DH201-2,,2,28.0,2.1046
68,scaffold_60_44348,SRR11749600,1,callus,DH201-2,,1,40.0,3.102
68,scaffold_60_44348,SRR11749601,1,stem,DH201-2,,3,64.0,4.2298
68,scaffold_60_44348,SRR11749602,1,callus,GL9,,3,39.0,2.6911
68,scaffold_60_44348,SRR11749603,1,callus,GL9,,2,45.0,3.6188
68,scaffold_60_44348,SRR11749604,1,stem,DH201-2,,2,150.0,10.1457
68,scaffold_60_44348,SRR11749605,1,stem,DH201-2,,1,144.0,8.8917
68,scaffold_60_44348,SRR14138146,3,stem,,unbent_control,2,2.0,0.4438
68,scaffold_60_44348,SRR5433935,4,leaves,,,1,262.0,18.1934
68,scaffold_60_44348,SRR5433936,4,stem,,,1,671.0,29.7638
